  Time(hour)	          OC	         NO3	         NO2	         Fe2	         SO4	    Fe(OH)3a	      CH4tot	      CO2tot	       N2tot	       O2tot	      H2Stot	      NaRbio	      FeRbio	      SRAbio	     Methbio	          pH	         fpH	
  1.0496e+03	  1.4636e-02	  5.0894e-03	  3.8345e-03	  9.4531e-05	  2.7521e-03	  6.0001e-03	  1.9282e-08	  4.9174e-03	  8.2486e-04	  1.6333e-10	  3.0261e-05	  3.6942e-04	  2.2201e-05	  3.4979e-05	  2.2619e-05	  6.3628e+00	  9.0789e-01	
  1.0520e+03	  1.4601e-02	  5.0594e-03	  3.8504e-03	  9.4525e-05	  2.7514e-03	  6.0001e-03	  1.9294e-08	  4.9414e-03	  8.3222e-04	  1.5526e-10	  3.0311e-05	  3.7179e-04	  2.2207e-05	  3.5023e-05	  2.2625e-05	  6.3642e+00	  9.0823e-01	
  1.0544e+03	  1.4566e-02	  5.0293e-03	  3.8662e-03	  9.4519e-05	  2.7507e-03	  6.0001e-03	  1.9306e-08	  4.9655e-03	  8.3963e-04	  1.4755e-10	  3.0360e-05	  3.7418e-04	  2.2213e-05	  3.5067e-05	  2.2632e-05	  6.3656e+00	  9.0857e-01	
  1.0569e+03	  1.4531e-02	  4.9990e-03	  3.8821e-03	  9.4513e-05	  2.7501e-03	  6.0001e-03	  1.9318e-08	  4.9898e-03	  8.4709e-04	  1.4019e-10	  3.0409e-05	  3.7657e-04	  2.2218e-05	  3.5111e-05	  2.2638e-05	  6.3670e+00	  9.0891e-01	
  1.0593e+03	  1.4495e-02	  4.9687e-03	  3.8980e-03	  9.4507e-05	  2.7494e-03	  6.0001e-03	  1.9330e-08	  5.0141e-03	  8.5459e-04	  1.3316e-10	  3.0458e-05	  3.7898e-04	  2.2224e-05	  3.5156e-05	  2.2645e-05	  6.3684e+00	  9.0925e-01	
  1.0617e+03	  1.4460e-02	  4.9383e-03	  3.9139e-03	  9.4501e-05	  2.7488e-03	  6.0001e-03	  1.9342e-08	  5.0385e-03	  8.6215e-04	  1.2646e-10	  3.0506e-05	  3.8140e-04	  2.2230e-05	  3.5200e-05	  2.2651e-05	  6.3697e+00	  9.0959e-01	
  1.0641e+03	  1.4424e-02	  4.9078e-03	  3.9298e-03	  9.4496e-05	  2.7482e-03	  6.0001e-03	  1.9353e-08	  5.0630e-03	  8.6975e-04	  1.2007e-10	  3.0555e-05	  3.8382e-04	  2.2236e-05	  3.5244e-05	  2.2658e-05	  6.3711e+00	  9.0993e-01	
  1.0665e+03	  1.4388e-02	  4.8772e-03	  3.9457e-03	  9.4490e-05	  2.7475e-03	  6.0001e-03	  1.9365e-08	  5.0876e-03	  8.7741e-04	  1.1397e-10	  3.0603e-05	  3.8626e-04	  2.2241e-05	  3.5288e-05	  2.2664e-05	  6.3725e+00	  9.1027e-01	
  1.0689e+03	  1.4352e-02	  4.8465e-03	  3.9617e-03	  9.4484e-05	  2.7469e-03	  6.0001e-03	  1.9376e-08	  5.1123e-03	  8.8511e-04	  1.0816e-10	  3.0651e-05	  3.8871e-04	  2.2247e-05	  3.5332e-05	  2.2671e-05	  6.3739e+00	  9.1061e-01	
  1.0713e+03	  1.4316e-02	  4.8156e-03	  3.9776e-03	  9.4479e-05	  2.7462e-03	  6.0001e-03	  1.9388e-08	  5.1371e-03	  8.9286e-04	  1.0262e-10	  3.0698e-05	  3.9117e-04	  2.2253e-05	  3.5375e-05	  2.2677e-05	  6.3753e+00	  9.1095e-01	
  1.0737e+03	  1.4279e-02	  4.7847e-03	  3.9935e-03	  9.4473e-05	  2.7456e-03	  6.0001e-03	  1.9399e-08	  5.1620e-03	  9.0066e-04	  9.7336e-11	  3.0746e-05	  3.9364e-04	  2.2259e-05	  3.5419e-05	  2.2684e-05	  6.3767e+00	  9.1129e-01	
  1.0761e+03	  1.4243e-02	  4.7537e-03	  4.0095e-03	  9.4468e-05	  2.7449e-03	  6.0001e-03	  1.9411e-08	  5.1870e-03	  9.0851e-04	  9.2306e-11	  3.0793e-05	  3.9612e-04	  2.2265e-05	  3.5463e-05	  2.2690e-05	  6.3781e+00	  9.1163e-01	
  1.0785e+03	  1.4206e-02	  4.7226e-03	  4.0254e-03	  9.4463e-05	  2.7443e-03	  6.0001e-03	  1.9422e-08	  5.2121e-03	  9.1641e-04	  8.7515e-11	  3.0840e-05	  3.9860e-04	  2.2270e-05	  3.5507e-05	  2.2697e-05	  6.3795e+00	  9.1197e-01	
  1.0809e+03	  1.4169e-02	  4.6914e-03	  4.0413e-03	  9.4458e-05	  2.7437e-03	  6.0001e-03	  1.9433e-08	  5.2372e-03	  9.2435e-04	  8.2953e-11	  3.0887e-05	  4.0110e-04	  2.2276e-05	  3.5551e-05	  2.2703e-05	  6.3809e+00	  9.1231e-01	
  1.0833e+03	  1.4132e-02	  4.6601e-03	  4.0573e-03	  9.4453e-05	  2.7430e-03	  6.0001e-03	  1.9444e-08	  5.2625e-03	  9.3235e-04	  7.8611e-11	  3.0933e-05	  4.0361e-04	  2.2282e-05	  3.5594e-05	  2.2710e-05	  6.3823e+00	  9.1265e-01	
  1.0857e+03	  1.4095e-02	  4.6287e-03	  4.0732e-03	  9.4447e-05	  2.7424e-03	  6.0001e-03	  1.9456e-08	  5.2879e-03	  9.4039e-04	  7.4478e-11	  3.0979e-05	  4.0613e-04	  2.2288e-05	  3.5638e-05	  2.2716e-05	  6.3837e+00	  9.1299e-01	
  1.0881e+03	  1.4058e-02	  4.5972e-03	  4.0891e-03	  9.4443e-05	  2.7418e-03	  6.0001e-03	  1.9467e-08	  5.3133e-03	  9.4849e-04	  7.0546e-11	  3.1025e-05	  4.0866e-04	  2.2293e-05	  3.5682e-05	  2.2723e-05	  6.3851e+00	  9.1332e-01	
  1.0906e+03	  1.4021e-02	  4.5656e-03	  4.1050e-03	  9.4438e-05	  2.7411e-03	  6.0001e-03	  1.9478e-08	  5.3388e-03	  9.5663e-04	  6.6806e-11	  3.1071e-05	  4.1120e-04	  2.2299e-05	  3.5725e-05	  2.2729e-05	  6.3865e+00	  9.1366e-01	
  1.0930e+03	  1.3983e-02	  4.5340e-03	  4.1210e-03	  9.4433e-05	  2.7405e-03	  6.0001e-03	  1.9488e-08	  5.3645e-03	  9.6482e-04	  6.3249e-11	  3.1117e-05	  4.1375e-04	  2.2305e-05	  3.5769e-05	  2.2736e-05	  6.3879e+00	  9.1400e-01	
  1.0954e+03	  1.3946e-02	  4.5022e-03	  4.1369e-03	  9.4428e-05	  2.7399e-03	  6.0001e-03	  1.9499e-08	  5.3902e-03	  9.7305e-04	  5.9867e-11	  3.1162e-05	  4.1631e-04	  2.2311e-05	  3.5812e-05	  2.2742e-05	  6.3894e+00	  9.1433e-01	
  1.0978e+03	  1.3908e-02	  4.4704e-03	  4.1528e-03	  9.4423e-05	  2.7393e-03	  6.0001e-03	  1.9510e-08	  5.4160e-03	  9.8134e-04	  5.6653e-11	  3.1207e-05	  4.1888e-04	  2.2317e-05	  3.5856e-05	  2.2749e-05	  6.3908e+00	  9.1467e-01	
  1.1002e+03	  1.3870e-02	  4.4385e-03	  4.1687e-03	  9.4419e-05	  2.7386e-03	  6.0001e-03	  1.9521e-08	  5.4418e-03	  9.8967e-04	  5.3599e-11	  3.1252e-05	  4.2145e-04	  2.2323e-05	  3.5899e-05	  2.2755e-05	  6.3922e+00	  9.1500e-01	
  1.1026e+03	  1.3832e-02	  4.4065e-03	  4.1845e-03	  9.4414e-05	  2.7380e-03	  6.0001e-03	  1.9531e-08	  5.4678e-03	  9.9806e-04	  5.0698e-11	  3.1296e-05	  4.2404e-04	  2.2328e-05	  3.5943e-05	  2.2762e-05	  6.3936e+00	  9.1534e-01	
  1.1050e+03	  1.3794e-02	  4.3744e-03	  4.2004e-03	  9.4410e-05	  2.7374e-03	  6.0001e-03	  1.9542e-08	  5.4939e-03	  1.0065e-03	  4.7942e-11	  3.1341e-05	  4.2664e-04	  2.2334e-05	  3.5986e-05	  2.2768e-05	  6.3951e+00	  9.1567e-01	
  1.1074e+03	  1.3756e-02	  4.3423e-03	  4.2163e-03	  9.4406e-05	  2.7368e-03	  6.0001e-03	  1.9553e-08	  5.5200e-03	  1.0150e-03	  4.5326e-11	  3.1385e-05	  4.2924e-04	  2.2340e-05	  3.6029e-05	  2.2775e-05	  6.3965e+00	  9.1601e-01	
  1.1098e+03	  1.3717e-02	  4.3100e-03	  4.2321e-03	  9.4401e-05	  2.7361e-03	  6.0001e-03	  1.9563e-08	  5.5462e-03	  1.0235e-03	  4.2842e-11	  3.1429e-05	  4.3186e-04	  2.2346e-05	  3.6072e-05	  2.2781e-05	  6.3979e+00	  9.1634e-01	
  1.1122e+03	  1.3679e-02	  4.2777e-03	  4.2479e-03	  9.4397e-05	  2.7355e-03	  6.0001e-03	  1.9573e-08	  5.5725e-03	  1.0321e-03	  4.0485e-11	  3.1473e-05	  4.3448e-04	  2.2352e-05	  3.6116e-05	  2.2788e-05	  6.3993e+00	  9.1667e-01	
  1.1146e+03	  1.3640e-02	  4.2453e-03	  4.2638e-03	  9.4393e-05	  2.7349e-03	  6.0001e-03	  1.9584e-08	  5.5989e-03	  1.0407e-03	  3.8249e-11	  3.1516e-05	  4.3711e-04	  2.2358e-05	  3.6159e-05	  2.2794e-05	  6.4008e+00	  9.1701e-01	
  1.1170e+03	  1.3601e-02	  4.2129e-03	  4.2795e-03	  9.4389e-05	  2.7343e-03	  6.0001e-03	  1.9594e-08	  5.6253e-03	  1.0494e-03	  3.6128e-11	  3.1559e-05	  4.3975e-04	  2.2363e-05	  3.6202e-05	  2.2801e-05	  6.4022e+00	  9.1734e-01	
  1.1194e+03	  1.3562e-02	  4.1804e-03	  4.2953e-03	  9.4385e-05	  2.7337e-03	  6.0001e-03	  1.9604e-08	  5.6519e-03	  1.0581e-03	  3.4117e-11	  3.1602e-05	  4.4240e-04	  2.2369e-05	  3.6245e-05	  2.2807e-05	  6.4037e+00	  9.1767e-01	
  1.1219e+03	  1.3523e-02	  4.1478e-03	  4.3111e-03	  9.4381e-05	  2.7331e-03	  6.0001e-03	  1.9615e-08	  5.6785e-03	  1.0668e-03	  3.2210e-11	  3.1645e-05	  4.4506e-04	  2.2375e-05	  3.6288e-05	  2.2814e-05	  6.4051e+00	  9.1800e-01	
  1.1243e+03	  1.3484e-02	  4.1151e-03	  4.3268e-03	  9.4377e-05	  2.7325e-03	  6.0001e-03	  1.9625e-08	  5.7052e-03	  1.0757e-03	  3.0403e-11	  3.1687e-05	  4.4773e-04	  2.2381e-05	  3.6331e-05	  2.2820e-05	  6.4065e+00	  9.1833e-01	
  1.1267e+03	  1.3445e-02	  4.0824e-03	  4.3425e-03	  9.4374e-05	  2.7319e-03	  6.0001e-03	  1.9635e-08	  5.7319e-03	  1.0845e-03	  2.8691e-11	  3.1730e-05	  4.5040e-04	  2.2387e-05	  3.6374e-05	  2.2827e-05	  6.4080e+00	  9.1866e-01	
  1.1291e+03	  1.3406e-02	  4.0496e-03	  4.3581e-03	  9.4370e-05	  2.7313e-03	  6.0001e-03	  1.9645e-08	  5.7588e-03	  1.0934e-03	  2.7069e-11	  3.1772e-05	  4.5309e-04	  2.2393e-05	  3.6416e-05	  2.2833e-05	  6.4094e+00	  9.1899e-01	
  1.1315e+03	  1.3366e-02	  4.0167e-03	  4.3738e-03	  9.4367e-05	  2.7307e-03	  6.0001e-03	  1.9655e-08	  5.7857e-03	  1.1024e-03	  2.5532e-11	  3.1813e-05	  4.5578e-04	  2.2399e-05	  3.6459e-05	  2.2840e-05	  6.4109e+00	  9.1932e-01	
  1.1339e+03	  1.3327e-02	  3.9838e-03	  4.3894e-03	  9.4363e-05	  2.7301e-03	  6.0001e-03	  1.9665e-08	  5.8127e-03	  1.1114e-03	  2.4078e-11	  3.1855e-05	  4.5848e-04	  2.2404e-05	  3.6502e-05	  2.2847e-05	  6.4123e+00	  9.1965e-01	
  1.1363e+03	  1.3287e-02	  3.9508e-03	  4.4050e-03	  9.4360e-05	  2.7295e-03	  6.0001e-03	  1.9674e-08	  5.8397e-03	  1.1204e-03	  2.2701e-11	  3.1896e-05	  4.6119e-04	  2.2410e-05	  3.6544e-05	  2.2853e-05	  6.4138e+00	  9.1998e-01	
  1.1387e+03	  1.3247e-02	  3.9178e-03	  4.4205e-03	  9.4356e-05	  2.7289e-03	  6.0001e-03	  1.9684e-08	  5.8669e-03	  1.1295e-03	  2.1398e-11	  3.1937e-05	  4.6390e-04	  2.2416e-05	  3.6587e-05	  2.2860e-05	  6.4152e+00	  9.2031e-01	
  1.1411e+03	  1.3207e-02	  3.8847e-03	  4.4360e-03	  9.4353e-05	  2.7283e-03	  6.0001e-03	  1.9694e-08	  5.8940e-03	  1.1386e-03	  2.0165e-11	  3.1978e-05	  4.6663e-04	  2.2422e-05	  3.6629e-05	  2.2866e-05	  6.4167e+00	  9.2063e-01	
  1.1435e+03	  1.3167e-02	  3.8516e-03	  4.4515e-03	  9.4350e-05	  2.7277e-03	  6.0001e-03	  1.9704e-08	  5.9213e-03	  1.1478e-03	  1.8999e-11	  3.2019e-05	  4.6936e-04	  2.2428e-05	  3.6672e-05	  2.2873e-05	  6.4182e+00	  9.2096e-01	
  1.1459e+03	  1.3127e-02	  3.8184e-03	  4.4670e-03	  9.4347e-05	  2.7271e-03	  6.0001e-03	  1.9713e-08	  5.9486e-03	  1.1570e-03	  1.7897e-11	  3.2059e-05	  4.7209e-04	  2.2434e-05	  3.6714e-05	  2.2879e-05	  6.4196e+00	  9.2128e-01	
  1.1483e+03	  1.3087e-02	  3.7852e-03	  4.4824e-03	  9.4344e-05	  2.7265e-03	  6.0001e-03	  1.9723e-08	  5.9760e-03	  1.1663e-03	  1.6854e-11	  3.2099e-05	  4.7484e-04	  2.2440e-05	  3.6757e-05	  2.2886e-05	  6.4211e+00	  9.2161e-01	
  1.1507e+03	  1.3046e-02	  3.7519e-03	  4.4977e-03	  9.4341e-05	  2.7259e-03	  6.0001e-03	  1.9732e-08	  6.0035e-03	  1.1756e-03	  1.5869e-11	  3.2139e-05	  4.7759e-04	  2.2446e-05	  3.6799e-05	  2.2892e-05	  6.4225e+00	  9.2193e-01	
  1.1531e+03	  1.3006e-02	  3.7186e-03	  4.5130e-03	  9.4338e-05	  2.7253e-03	  6.0001e-03	  1.9742e-08	  6.0310e-03	  1.1850e-03	  1.4938e-11	  3.2179e-05	  4.8035e-04	  2.2452e-05	  3.6841e-05	  2.2899e-05	  6.4240e+00	  9.2226e-01	
  1.1556e+03	  1.2965e-02	  3.6852e-03	  4.5283e-03	  9.4335e-05	  2.7247e-03	  6.0001e-03	  1.9751e-08	  6.0586e-03	  1.1944e-03	  1.4059e-11	  3.2218e-05	  4.8312e-04	  2.2457e-05	  3.6883e-05	  2.2905e-05	  6.4255e+00	  9.2258e-01	
  1.1580e+03	  1.2925e-02	  3.6518e-03	  4.5435e-03	  9.4332e-05	  2.7241e-03	  6.0001e-03	  1.9760e-08	  6.0862e-03	  1.2039e-03	  1.3228e-11	  3.2257e-05	  4.8589e-04	  2.2463e-05	  3.6925e-05	  2.2912e-05	  6.4269e+00	  9.2291e-01	
  1.1604e+03	  1.2884e-02	  3.6184e-03	  4.5587e-03	  9.4329e-05	  2.7236e-03	  6.0001e-03	  1.9770e-08	  6.1139e-03	  1.2133e-03	  1.2444e-11	  3.2296e-05	  4.8867e-04	  2.2469e-05	  3.6967e-05	  2.2919e-05	  6.4284e+00	  9.2323e-01	
  1.1628e+03	  1.2843e-02	  3.5849e-03	  4.5738e-03	  9.4327e-05	  2.7230e-03	  6.0001e-03	  1.9779e-08	  6.1416e-03	  1.2229e-03	  1.1704e-11	  3.2335e-05	  4.9145e-04	  2.2475e-05	  3.7009e-05	  2.2925e-05	  6.4299e+00	  9.2355e-01	
  1.1652e+03	  1.2802e-02	  3.5514e-03	  4.5889e-03	  9.4324e-05	  2.7224e-03	  6.0001e-03	  1.9788e-08	  6.1694e-03	  1.2325e-03	  1.1005e-11	  3.2373e-05	  4.9425e-04	  2.2481e-05	  3.7051e-05	  2.2932e-05	  6.4314e+00	  9.2387e-01	
  1.1676e+03	  1.2761e-02	  3.5178e-03	  4.6039e-03	  9.4322e-05	  2.7218e-03	  6.0001e-03	  1.9797e-08	  6.1973e-03	  1.2421e-03	  1.0346e-11	  3.2411e-05	  4.9704e-04	  2.2487e-05	  3.7093e-05	  2.2938e-05	  6.4328e+00	  9.2419e-01	
  1.1700e+03	  1.2720e-02	  3.4843e-03	  4.6189e-03	  9.4319e-05	  2.7212e-03	  6.0001e-03	  1.9806e-08	  6.2252e-03	  1.2518e-03	  9.7244e-12	  3.2449e-05	  4.9985e-04	  2.2493e-05	  3.7135e-05	  2.2945e-05	  6.4343e+00	  9.2451e-01	
  1.1724e+03	  1.2679e-02	  3.4507e-03	  4.6338e-03	  9.4317e-05	  2.7207e-03	  6.0001e-03	  1.9815e-08	  6.2532e-03	  1.2615e-03	  9.1381e-12	  3.2487e-05	  5.0266e-04	  2.2499e-05	  3.7177e-05	  2.2951e-05	  6.4358e+00	  9.2483e-01	
  1.1748e+03	  1.2638e-02	  3.4171e-03	  4.6486e-03	  9.4315e-05	  2.7201e-03	  6.0001e-03	  1.9824e-08	  6.2812e-03	  1.2712e-03	  8.5853e-12	  3.2524e-05	  5.0547e-04	  2.2505e-05	  3.7218e-05	  2.2958e-05	  6.4373e+00	  9.2515e-01	
  1.1772e+03	  1.2596e-02	  3.3834e-03	  4.6634e-03	  9.4312e-05	  2.7195e-03	  6.0001e-03	  1.9833e-08	  6.3092e-03	  1.2810e-03	  8.0643e-12	  3.2562e-05	  5.0829e-04	  2.2511e-05	  3.7260e-05	  2.2965e-05	  6.4387e+00	  9.2547e-01	
  1.1796e+03	  1.2555e-02	  3.3498e-03	  4.6781e-03	  9.4310e-05	  2.7190e-03	  6.0001e-03	  1.9842e-08	  6.3373e-03	  1.2908e-03	  7.5733e-12	  3.2598e-05	  5.1112e-04	  2.2517e-05	  3.7301e-05	  2.2971e-05	  6.4402e+00	  9.2579e-01	
  1.1820e+03	  1.2514e-02	  3.3161e-03	  4.6928e-03	  9.4308e-05	  2.7184e-03	  6.0001e-03	  1.9851e-08	  6.3654e-03	  1.3007e-03	  7.1107e-12	  3.2635e-05	  5.1395e-04	  2.2523e-05	  3.7343e-05	  2.2978e-05	  6.4417e+00	  9.2610e-01	
  1.1844e+03	  1.2472e-02	  3.2825e-03	  4.7074e-03	  9.4306e-05	  2.7178e-03	  6.0001e-03	  1.9860e-08	  6.3936e-03	  1.3106e-03	  6.6749e-12	  3.2672e-05	  5.1678e-04	  2.2529e-05	  3.7384e-05	  2.2984e-05	  6.4432e+00	  9.2642e-01	
  1.1869e+03	  1.2431e-02	  3.2488e-03	  4.7219e-03	  9.4304e-05	  2.7173e-03	  6.0001e-03	  1.9868e-08	  6.4218e-03	  1.3206e-03	  6.2646e-12	  3.2708e-05	  5.1962e-04	  2.2535e-05	  3.7425e-05	  2.2991e-05	  6.4447e+00	  9.2673e-01	
  1.1893e+03	  1.2389e-02	  3.2151e-03	  4.7364e-03	  9.4302e-05	  2.7167e-03	  6.0001e-03	  1.9877e-08	  6.4501e-03	  1.3306e-03	  5.8784e-12	  3.2744e-05	  5.2247e-04	  2.2541e-05	  3.7466e-05	  2.2998e-05	  6.4462e+00	  9.2705e-01	
  1.1917e+03	  1.2347e-02	  3.1814e-03	  4.7507e-03	  9.4300e-05	  2.7162e-03	  6.0001e-03	  1.9886e-08	  6.4784e-03	  1.3406e-03	  5.5148e-12	  3.2779e-05	  5.2532e-04	  2.2547e-05	  3.7507e-05	  2.3004e-05	  6.4477e+00	  9.2736e-01	
  1.1941e+03	  1.2305e-02	  3.1477e-03	  4.7650e-03	  9.4298e-05	  2.7156e-03	  6.0001e-03	  1.9894e-08	  6.5067e-03	  1.3507e-03	  5.1726e-12	  3.2815e-05	  5.2817e-04	  2.2553e-05	  3.7548e-05	  2.3011e-05	  6.4492e+00	  9.2768e-01	
  1.1965e+03	  1.2264e-02	  3.1140e-03	  4.7792e-03	  9.4297e-05	  2.7151e-03	  6.0001e-03	  1.9903e-08	  6.5351e-03	  1.3608e-03	  4.8508e-12	  3.2850e-05	  5.3103e-04	  2.2559e-05	  3.7589e-05	  2.3017e-05	  6.4507e+00	  9.2799e-01	
  1.1989e+03	  1.2222e-02	  3.0804e-03	  4.7934e-03	  9.4295e-05	  2.7145e-03	  6.0001e-03	  1.9911e-08	  6.5635e-03	  1.3710e-03	  4.5480e-12	  3.2885e-05	  5.3389e-04	  2.2564e-05	  3.7630e-05	  2.3024e-05	  6.4522e+00	  9.2830e-01	
  1.2013e+03	  1.2180e-02	  3.0467e-03	  4.8074e-03	  9.4293e-05	  2.7140e-03	  6.0001e-03	  1.9920e-08	  6.5919e-03	  1.3812e-03	  4.2633e-12	  3.2919e-05	  5.3675e-04	  2.2570e-05	  3.7671e-05	  2.3031e-05	  6.4537e+00	  9.2862e-01	
  1.2037e+03	  1.2138e-02	  3.0130e-03	  4.8214e-03	  9.4292e-05	  2.7134e-03	  6.0001e-03	  1.9928e-08	  6.6203e-03	  1.3914e-03	  3.9957e-12	  3.2953e-05	  5.3962e-04	  2.2576e-05	  3.7712e-05	  2.3037e-05	  6.4552e+00	  9.2893e-01	
  1.2061e+03	  1.2096e-02	  2.9794e-03	  4.8353e-03	  9.4290e-05	  2.7129e-03	  6.0001e-03	  1.9937e-08	  6.6488e-03	  1.4017e-03	  3.7441e-12	  3.2988e-05	  5.4249e-04	  2.2582e-05	  3.7752e-05	  2.3044e-05	  6.4567e+00	  9.2924e-01	
  1.2085e+03	  1.2054e-02	  2.9458e-03	  4.8490e-03	  9.4289e-05	  2.7123e-03	  6.0001e-03	  1.9945e-08	  6.6773e-03	  1.4120e-03	  3.5077e-12	  3.3021e-05	  5.4536e-04	  2.2588e-05	  3.7793e-05	  2.3050e-05	  6.4582e+00	  9.2955e-01	
  1.2109e+03	  1.2012e-02	  2.9122e-03	  4.8627e-03	  9.4287e-05	  2.7118e-03	  6.0001e-03	  1.9953e-08	  6.7058e-03	  1.4223e-03	  3.2855e-12	  3.3055e-05	  5.4824e-04	  2.2594e-05	  3.7834e-05	  2.3057e-05	  6.4597e+00	  9.2986e-01	
  1.2133e+03	  1.1970e-02	  2.8786e-03	  4.8763e-03	  9.4286e-05	  2.7112e-03	  6.0001e-03	  1.9961e-08	  6.7344e-03	  1.4327e-03	  3.0769e-12	  3.3088e-05	  5.5111e-04	  2.2600e-05	  3.7874e-05	  2.3064e-05	  6.4612e+00	  9.3017e-01	
  1.2157e+03	  1.1928e-02	  2.8450e-03	  4.8898e-03	  9.4284e-05	  2.7107e-03	  6.0001e-03	  1.9969e-08	  6.7629e-03	  1.4431e-03	  2.8810e-12	  3.3121e-05	  5.5400e-04	  2.2606e-05	  3.7914e-05	  2.3070e-05	  6.4627e+00	  9.3048e-01	
  1.2181e+03	  1.1886e-02	  2.8115e-03	  4.9033e-03	  9.4283e-05	  2.7102e-03	  6.0001e-03	  1.9978e-08	  6.7915e-03	  1.4536e-03	  2.6970e-12	  3.3154e-05	  5.5688e-04	  2.2612e-05	  3.7955e-05	  2.3077e-05	  6.4642e+00	  9.3078e-01	
  1.2206e+03	  1.1843e-02	  2.7780e-03	  4.9166e-03	  9.4282e-05	  2.7096e-03	  6.0001e-03	  1.9986e-08	  6.8201e-03	  1.4640e-03	  2.5243e-12	  3.3186e-05	  5.5976e-04	  2.2618e-05	  3.7995e-05	  2.3083e-05	  6.4657e+00	  9.3109e-01	
  1.2230e+03	  1.1801e-02	  2.7445e-03	  4.9298e-03	  9.4281e-05	  2.7091e-03	  6.0001e-03	  1.9994e-08	  6.8487e-03	  1.4746e-03	  2.3623e-12	  3.3218e-05	  5.6265e-04	  2.2624e-05	  3.8035e-05	  2.3090e-05	  6.4672e+00	  9.3140e-01	
  1.2254e+03	  1.1759e-02	  2.7111e-03	  4.9428e-03	  9.4279e-05	  2.7086e-03	  6.0001e-03	  2.0002e-08	  6.8773e-03	  1.4851e-03	  2.2102e-12	  3.3250e-05	  5.6553e-04	  2.2631e-05	  3.8075e-05	  2.3097e-05	  6.4687e+00	  9.3170e-01	
  1.2278e+03	  1.1717e-02	  2.6778e-03	  4.9558e-03	  9.4278e-05	  2.7081e-03	  6.0001e-03	  2.0010e-08	  6.9059e-03	  1.4957e-03	  2.0675e-12	  3.3282e-05	  5.6842e-04	  2.2637e-05	  3.8115e-05	  2.3103e-05	  6.4702e+00	  9.3201e-01	
  1.2302e+03	  1.1674e-02	  2.6444e-03	  4.9687e-03	  9.4277e-05	  2.7075e-03	  6.0001e-03	  2.0018e-08	  6.9345e-03	  1.5063e-03	  1.9337e-12	  3.3313e-05	  5.7131e-04	  2.2643e-05	  3.8155e-05	  2.3110e-05	  6.4718e+00	  9.3231e-01	
  1.2326e+03	  1.1632e-02	  2.6112e-03	  4.9814e-03	  9.4276e-05	  2.7070e-03	  6.0001e-03	  2.0025e-08	  6.9631e-03	  1.5170e-03	  1.8083e-12	  3.3344e-05	  5.7420e-04	  2.2649e-05	  3.8194e-05	  2.3117e-05	  6.4733e+00	  9.3262e-01	
  1.2350e+03	  1.1590e-02	  2.5780e-03	  4.9941e-03	  9.4275e-05	  2.7065e-03	  6.0001e-03	  2.0033e-08	  6.9917e-03	  1.5277e-03	  1.6906e-12	  3.3375e-05	  5.7709e-04	  2.2655e-05	  3.8234e-05	  2.3123e-05	  6.4748e+00	  9.3292e-01	
  1.2374e+03	  1.1548e-02	  2.5448e-03	  5.0066e-03	  9.4274e-05	  2.7060e-03	  6.0001e-03	  2.0041e-08	  7.0203e-03	  1.5384e-03	  1.5804e-12	  3.3406e-05	  5.7998e-04	  2.2661e-05	  3.8274e-05	  2.3130e-05	  6.4763e+00	  9.3322e-01	
  1.2398e+03	  1.1506e-02	  2.5117e-03	  5.0190e-03	  9.4273e-05	  2.7055e-03	  6.0001e-03	  2.0049e-08	  7.0489e-03	  1.5491e-03	  1.4771e-12	  3.3436e-05	  5.8287e-04	  2.2667e-05	  3.8313e-05	  2.3136e-05	  6.4779e+00	  9.3353e-01	
  1.2422e+03	  1.1463e-02	  2.4787e-03	  5.0313e-03	  9.4272e-05	  2.7050e-03	  6.0001e-03	  2.0056e-08	  7.0775e-03	  1.5599e-03	  1.3802e-12	  3.3466e-05	  5.8576e-04	  2.2673e-05	  3.8352e-05	  2.3143e-05	  6.4794e+00	  9.3383e-01	
