          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	       CaPO4	      Fe3PO4	     CaMgCO3	
  6.6843e+00	  2.6165e-02	  7.5874e-04	  3.6847e-03	  4.2744e-03	  7.0221e-05	  3.4137e-02	  2.5121e-03	  5.3809e-04	  7.4798e-04	  9.1139e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6829e+00	  2.6195e-02	  7.5955e-04	  3.6929e-03	  4.2839e-03	  7.0191e-05	  3.4193e-02	  2.5181e-03	  5.3861e-04	  7.5138e-04	  9.1275e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6815e+00	  2.6225e-02	  7.6033e-04	  3.7009e-03	  4.2930e-03	  7.0162e-05	  3.4246e-02	  2.5239e-03	  5.3910e-04	  7.5466e-04	  9.1406e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6802e+00	  2.6253e-02	  7.6108e-04	  3.7086e-03	  4.3018e-03	  7.0135e-05	  3.4298e-02	  2.5296e-03	  5.3958e-04	  7.5783e-04	  9.1533e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6789e+00	  2.6280e-02	  7.6180e-04	  3.7160e-03	  4.3104e-03	  7.0108e-05	  3.4348e-02	  2.5350e-03	  5.4004e-04	  7.6088e-04	  9.1655e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6777e+00	  2.6307e-02	  7.6250e-04	  3.7232e-03	  4.3186e-03	  7.0082e-05	  3.4396e-02	  2.5402e-03	  5.4049e-04	  7.6383e-04	  9.1773e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6765e+00	  2.6332e-02	  7.6317e-04	  3.7301e-03	  4.3265e-03	  7.0058e-05	  3.4443e-02	  2.5453e-03	  5.4092e-04	  7.6668e-04	  9.1887e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6754e+00	  2.6357e-02	  7.6382e-04	  3.7368e-03	  4.3342e-03	  7.0034e-05	  3.4488e-02	  2.5502e-03	  5.4133e-04	  7.6942e-04	  9.1997e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6743e+00	  2.6380e-02	  7.6445e-04	  3.7432e-03	  4.3416e-03	  7.0011e-05	  3.4531e-02	  2.5549e-03	  5.4174e-04	  7.7207e-04	  9.2104e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6732e+00	  2.6403e-02	  7.6505e-04	  3.7494e-03	  4.3488e-03	  6.9989e-05	  3.4573e-02	  2.5594e-03	  5.4212e-04	  7.7463e-04	  9.2206e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6722e+00	  2.6425e-02	  7.6563e-04	  3.7555e-03	  4.3557e-03	  6.9967e-05	  3.4614e-02	  2.5638e-03	  5.4249e-04	  7.7710e-04	  9.2305e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6712e+00	  2.6447e-02	  7.6620e-04	  3.7613e-03	  4.3624e-03	  6.9947e-05	  3.4653e-02	  2.5680e-03	  5.4285e-04	  7.7948e-04	  9.2400e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6702e+00	  2.6467e-02	  7.6674e-04	  3.7669e-03	  4.3688e-03	  6.9927e-05	  3.4691e-02	  2.5721e-03	  5.4320e-04	  7.8178e-04	  9.2493e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6693e+00	  2.6487e-02	  7.6727e-04	  3.7723e-03	  4.3751e-03	  6.9908e-05	  3.4727e-02	  2.5761e-03	  5.4353e-04	  7.8400e-04	  9.2582e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6684e+00	  2.6506e-02	  7.6777e-04	  3.7775e-03	  4.3811e-03	  6.9890e-05	  3.4763e-02	  2.5799e-03	  5.4386e-04	  7.8615e-04	  9.2667e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6675e+00	  2.6525e-02	  7.6826e-04	  3.7826e-03	  4.3869e-03	  6.9872e-05	  3.4797e-02	  2.5836e-03	  5.4417e-04	  7.8822e-04	  9.2750e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6667e+00	  2.6543e-02	  7.6873e-04	  3.7875e-03	  4.3925e-03	  6.9855e-05	  3.4829e-02	  2.5871e-03	  5.4447e-04	  7.9021e-04	  9.2830e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6659e+00	  2.6560e-02	  7.6919e-04	  3.7922e-03	  4.3979e-03	  6.9839e-05	  3.4861e-02	  2.5905e-03	  5.4476e-04	  7.9214e-04	  9.2908e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
  6.6651e+00	  2.6577e-02	  7.6963e-04	  3.7967e-03	  4.4031e-03	  6.9823e-05	  3.4892e-02	  2.5938e-03	  5.4504e-04	  7.9400e-04	  9.2982e+03	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	  0.0000e+00	
