          pH	          Na	           K	          Ca	          Mg	         PO4	          Cl	         SO4	         NH4	        HCO3	          sc	         FeS	      Pyrite	     Calcite	
  6.9354e+00	  9.3944e-03	  5.6791e-04	  1.5251e-02	  3.3450e-03	  1.9271e-06	  3.2394e-02	  2.9173e-03	  6.9449e-04	  2.1428e-03	  9.1336e+03	  0.0000e+00	  1.4997e-01	  7.9085e-02	
  6.9347e+00	  9.4016e-03	  5.6818e-04	  1.5265e-02	  3.3481e-03	  1.9307e-06	  3.2429e-02	  2.9207e-03	  6.9477e-04	  2.1455e-03	  9.1417e+03	  0.0000e+00	  1.4997e-01	  7.9057e-02	
  6.9340e+00	  9.4086e-03	  5.6843e-04	  1.5279e-02	  3.3511e-03	  1.9341e-06	  3.2462e-02	  2.9241e-03	  6.9503e-04	  2.1481e-03	  9.1496e+03	  0.0000e+00	  1.4997e-01	  7.9031e-02	
  6.9334e+00	  9.4153e-03	  5.6868e-04	  1.5292e-02	  3.3540e-03	  1.9375e-06	  3.2494e-02	  2.9273e-03	  6.9529e-04	  2.1506e-03	  9.1571e+03	  0.0000e+00	  1.4997e-01	  7.9005e-02	
  6.9328e+00	  9.4218e-03	  5.6892e-04	  1.5304e-02	  3.3568e-03	  1.9407e-06	  3.2525e-02	  2.9304e-03	  6.9553e-04	  2.1530e-03	  9.1644e+03	  0.0000e+00	  1.4997e-01	  7.8980e-02	
  6.9322e+00	  9.4281e-03	  5.6914e-04	  1.5316e-02	  3.3595e-03	  1.9438e-06	  3.2555e-02	  2.9334e-03	  6.9577e-04	  2.1554e-03	  9.1715e+03	  0.0000e+00	  1.4997e-01	  7.8956e-02	
  6.9316e+00	  9.4341e-03	  5.6937e-04	  1.5328e-02	  3.3621e-03	  1.9469e-06	  3.2584e-02	  2.9363e-03	  6.9600e-04	  2.1577e-03	  9.1783e+03	  0.0000e+00	  1.4997e-01	  7.8933e-02	
  6.9311e+00	  9.4400e-03	  5.6958e-04	  1.5339e-02	  3.3646e-03	  1.9498e-06	  3.2612e-02	  2.9391e-03	  6.9622e-04	  2.1599e-03	  9.1849e+03	  0.0000e+00	  1.4997e-01	  7.8911e-02	
  6.9305e+00	  9.4457e-03	  5.6979e-04	  1.5350e-02	  3.3670e-03	  1.9526e-06	  3.2639e-02	  2.9418e-03	  6.9644e-04	  2.1620e-03	  9.1913e+03	  0.0000e+00	  1.4997e-01	  7.8889e-02	
  6.9300e+00	  9.4511e-03	  5.6999e-04	  1.5361e-02	  3.3693e-03	  1.9553e-06	  3.2665e-02	  2.9444e-03	  6.9664e-04	  2.1640e-03	  9.1974e+03	  0.0000e+00	  1.4996e-01	  7.8868e-02	
  6.9295e+00	  9.4564e-03	  5.7018e-04	  1.5371e-02	  3.3716e-03	  1.9580e-06	  3.2690e-02	  2.9470e-03	  6.9684e-04	  2.1660e-03	  9.2033e+03	  0.0000e+00	  1.4996e-01	  7.8848e-02	
  6.9291e+00	  9.4615e-03	  5.7036e-04	  1.5381e-02	  3.3738e-03	  1.9605e-06	  3.2715e-02	  2.9494e-03	  6.9703e-04	  2.1679e-03	  9.2091e+03	  0.0000e+00	  1.4996e-01	  7.8829e-02	
